curve_id,vertex_index,x_pdf_pt,y_pdf_pt,x_px,y_px,curve_length_pdf_pt,curve_length_px
WC_0123,1,389.52,345.6,1623.0,1440.0,156.031,650.1
WC_0123,2,392.88,340.32,1637.0,1418.0,156.031,650.1
WC_0123,3,393.6,328.32,1640.0,1368.0,156.031,650.1
WC_0123,4,392.64,314.64,1636.0,1311.0,156.031,650.1
WC_0123,5,393.12,310.8,1638.0,1295.0,156.031,650.1
WC_0123,6,391.44,310.08,1631.0,1292.0,156.031,650.1
WC_0123,7,391.44,308.88,1631.0,1287.0,156.031,650.1
WC_0123,8,393.36,307.68,1639.0,1282.0,156.031,650.1
WC_0123,9,392.88,303.36,1637.0,1264.0,156.031,650.1
WC_0123,10,391.44,301.44,1631.0,1256.0,156.031,650.1
WC_0123,11,343.92,301.44,1433.0,1256.0,156.031,650.1
WC_0123,12,340.56,301.92,1419.0,1258.0,156.031,650.1
WC_0123,13,339.6,302.88,1415.0,1262.0,156.031,650.1
WC_0123,14,339.84,306.48,1416.0,1277.0,156.031,650.1
WC_0123,15,337.92,307.2,1408.0,1280.0,156.031,650.1
WC_0123,16,336.48,306.24,1402.0,1276.0,156.031,650.1
WC_0123,17,336.72,303.12,1403.0,1263.0,156.031,650.1
WC_0123,18,335.28,301.2,1397.0,1255.0,156.031,650.1
WC_0123,19,301.68,300.72,1257.0,1253.0,156.031,650.1
WC_0123,20,300.96,300.0,1254.0,1250.0,156.031,650.1
WC_0124,0,387.36,351.36,1614.0,1464.0,152.524,635.5
WC_0124,1,393.36,345.84,1639.0,1441.0,152.524,635.5
WC_0124,2,396.0,339.84,1650.0,1416.0,152.524,635.5
WC_0124,3,395.52,315.84,1648.0,1316.0,152.524,635.5
WC_0124,4,397.44,314.16,1656.0,1309.0,152.524,635.5
WC_0124,5,397.44,312.72,1656.0,1303.0,152.524,635.5
WC_0124,6,395.76,311.52,1649.0,1298.0,152.524,635.5
WC_0124,7,396.0,302.64,1650.0,1261.0,152.524,635.5
WC_0124,8,397.92,301.2,1658.0,1255.0,152.524,635.5
WC_0124,9,446.64,300.96,1861.0,1254.0,152.524,635.5
WC_0124,10,448.56,301.44,1869.0,1256.0,152.524,635.5
WC_0124,11,449.76,303.12,1874.0,1263.0,152.524,635.5
WC_0124,12,450.0,321.6,1875.0,1340.0,152.524,635.5
WC_0124,13,450.96,323.04,1879.0,1346.0,152.524,635.5
WC_0124,14,452.4,322.32,1885.0,1343.0,152.524,635.5
WC_0124,15,453.36,318.48,1889.0,1327.0,152.524,635.5
WC_0124,16,456.72,318.0,1903.0,1325.0,152.524,635.5
WC_0124,17,464.16,319.2,1934.0,1330.0,152.524,635.5
WC_0124,18,471.12,318.48,1963.0,1327.0,152.524,635.5
WC_0125,0,65.76,351.6,274.0,1465.0,27.076,112.8
WC_0125,1,64.8,348.24,270.0,1451.0,27.076,112.8
WC_0125,2,63.36,347.04,264.0,1446.0,27.076,112.8
WC_0125,3,46.08,347.28,192.0,1447.0,27.076,112.8
WC_0125,4,45.12,351.6,188.0,1465.0,27.076,112.8
WC_0126,0,282.48,351.6,1177.0,1465.0,64.999,270.8
WC_0126,1,282.0,311.52,1175.0,1298.0,64.999,270.8
WC_0126,2,282.72,302.4,1178.0,1260.0,64.999,270.8
WC_0126,3,284.88,301.44,1187.0,1256.0,64.999,270.8
WC_0126,4,296.4,300.96,1235.0,1254.0,64.999,270.8
WC_0126,5,297.84,299.76,1241.0,1249.0,64.999,270.8
WC_0127,0,627.84,351.6,2616.0,1465.0,252.703,1052.9
WC_0127,1,627.6,349.92,2615.0,1458.0,252.703,1052.9
WC_0127,2,621.84,345.84,2591.0,1441.0,252.703,1052.9
WC_0127,3,619.68,341.76,2582.0,1424.0,252.703,1052.9
WC_0127,4,619.44,303.6,2581.0,1265.0,252.703,1052.9
WC_0127,5,617.52,300.96,2573.0,1254.0,252.703,1052.9
WC_0127,6,517.68,300.72,2157.0,1253.0,252.703,1052.9
WC_0127,7,510.96,301.44,2129.0,1256.0,252.703,1052.9
WC_0127,8,509.28,304.56,2122.0,1269.0,252.703,1052.9
WC_0127,9,509.28,310.08,2122.0,1292.0,252.703,1052.9
WC_0127,10,511.92,312.48,2133.0,1302.0,252.703,1052.9
WC_0127,11,509.04,314.64,2121.0,1311.0,252.703,1052.9
WC_0127,12,509.52,330.48,2123.0,1377.0,252.703,1052.9
WC_0127,13,508.56,331.68,2119.0,1382.0,252.703,1052.9
WC_0127,14,508.8,342.96,2120.0,1429.0,252.703,1052.9
WC_0127,15,507.84,343.92,2116.0,1433.0,252.703,1052.9
WC_0127,16,503.04,344.64,2096.0,1436.0,252.703,1052.9
WC_0127,17,487.68,344.4,2032.0,1435.0,252.703,1052.9
WC_0127,18,486.72,337.92,2028.0,1408.0,252.703,1052.9
WC_0127,19,487.2,329.52,2030.0,1373.0,252.703,1052.9
WC_0127,20,482.16,328.32,2009.0,1368.0,252.703,1052.9
WC_0127,21,482.88,326.4,2012.0,1360.0,252.703,1052.9
WC_0127,22,485.52,326.4,2023.0,1360.0,252.703,1052.9
WC_0128,0,779.76,351.6,3249.0,1465.0,101.487,422.9
WC_0128,1,786.72,345.12,3278.0,1438.0,101.487,422.9
WC_0128,2,789.6,341.28,3290.0,1422.0,101.487,422.9
WC_0128,3,789.84,323.28,3291.0,1347.0,101.487,422.9
WC_0128,4,786.0,322.08,3275.0,1342.0,101.487,422.9
WC_0128,5,786.48,319.92,3277.0,1333.0,101.487,422.9
WC_0128,6,789.12,320.4,3288.0,1335.0,101.487,422.9
WC_0128,7,789.84,319.68,3291.0,1332.0,101.487,422.9
WC_0128,8,789.6,302.64,3290.0,1261.0,101.487,422.9
WC_0128,9,787.2,300.72,3280.0,1253.0,101.487,422.9
WC_0128,10,748.08,300.24,3117.0,1251.0,101.487,422.9
WC_0129,0,782.88,351.6,3262.0,1465.0,36.317,151.3
WC_0129,1,791.52,343.68,3298.0,1432.0,36.317,151.3
WC_0129,2,793.2,335.04,3305.0,1396.0,36.317,151.3
WC_0129,3,798.96,334.8,3329.0,1395.0,36.317,151.3
WC_0129,4,800.16,336.0,3334.0,1400.0,36.317,151.3
WC_0129,5,801.84,336.0,3341.0,1400.0,36.317,151.3
WC_0129,6,802.8,335.04,3345.0,1396.0,36.317,151.3
WC_0129,7,802.8,331.68,3345.0,1382.0,36.317,151.3
WC_0129,8,804.48,330.72,3352.0,1378.0,36.317,151.3
